sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca,producto_padre_id,tipo_variante,valor_variante
FAR-003579,Vitaxel Difenhidramina jarabe 150ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,8.40,Yes,0,Vitaxel,PADRE-00240,presentacion,jarabe 150ml
FAR-000535,MediCare Plus Clorhexidina spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,7.46,Yes,0,MediCare Plus,PADRE-00730,presentacion,spray 100ml
FAR-002006,PuntoFarma Multivitamínico mujer 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,11.40,Yes,25,PuntoFarma,PADRE-00406,presentacion,24 comprimidos masticables
FAR-003063,Herbolar Agua de mar infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,16.76,Yes,10,Herbolar,PADRE-00291,presentacion,infantil spray 15ml
FAR-004238,Vitalnova Termómetro digital flexible 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,2.39,Yes,0,Vitalnova,PADRE-00849,presentacion,flexible 1 unidad
FAR-001520,MediCare Plus Colutorio blanqueante 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.27,Yes,40,MediCare Plus,PADRE-00995,presentacion,250ml
FAR-004556,PuntoFarma Vitamina C con zinc goma de mascar 60 unidades,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,32.43,Yes,0,PuntoFarma,PADRE-00339,presentacion,goma de mascar 60 unidades
FAR-002020,Bienestar Plus Loción antiimperfecciones loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,8.97,Yes,0,Bienestar Plus,PADRE-01154,presentacion,loción 100ml
FAR-004687,MediCare Plus Vitamina C forte 500mg 30 comprimidos,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,31.72,Yes,0,MediCare Plus,PADRE-00368,presentacion,500mg 30 comprimidos
FAR-002731,MediCare Plus Loratadina 10mg 10 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,2.62,Yes,40,MediCare Plus,PADRE-00201,presentacion,10mg 10 comprimidos
FAR-003682,PuntoFarma Loratadina 10mg 20 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,14.31,Yes,50,PuntoFarma,PADRE-00208,presentacion,10mg 20 comprimidos
FAR-004894,Salutia Suero fisiológico infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,9.76,Yes,0,Salutia,PADRE-00260,presentacion,infantil spray 15ml
FAR-000257,Herbolar Suero fisiológico spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,13.38,Yes,25,Herbolar,PADRE-00261,presentacion,spray 15ml
FAR-004435,Herbolar Povidona yodada toallitas 20 unidades,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,7.80,Yes,0,Herbolar,PADRE-00737,presentacion,toallitas 20 unidades
FAR-004673,Nortfarma Cetirizina 10mg 20 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,9.32,Yes,0,Nortfarma,PADRE-00220,presentacion,10mg 20 comprimidos
FAR-000476,Aliviax Hidratante intensiva crema 400ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,10.28,Yes,0,Aliviax,PADRE-00566,presentacion,crema 400ml
FAR-001450,Vitalnova Agua de mar solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,16.59,Yes,0,Vitalnova,PADRE-00294,presentacion,solución salina 100ml
FAR-002970,Salutia Colutorio sin alcohol 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.29,Yes,0,Salutia,PADRE-00974,presentacion,250ml
FAR-000498,Farmoderma Gel purificante espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,24.59,Yes,0,Farmoderma,PADRE-01099,presentacion,espuma limpiadora 150ml
FAR-004971,Bienestar Plus Apósito transpirable tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,6.61,Yes,25,Bienestar Plus,PADRE-00813,presentacion,tiras surtidas 30 unidades
FAR-001021,Norvital Toallitas sensitive 72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,16.91,Yes,30,Norvital,PADRE-01059,presentacion,72 unidades
FAR-002215,Cronos Pharma Multivitamínico adultos 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,20.32,No,0,Cronos Pharma,PADRE-00386,presentacion,24 comprimidos masticables
FAR-004164,Herbolar Apósito resistente al agua caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,14.50,No,25,Herbolar,PADRE-00801,presentacion,caja 20 unidades
FAR-004323,Farmalia Termómetro frontal flexible 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,11.00,Yes,0,Farmalia,PADRE-00856,presentacion,flexible 1 unidad
FAR-002525,Vitaxel Magnesio marino 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,6.05,Yes,0,Vitaxel,PADRE-00467,presentacion,500mg 60 comprimidos
FAR-001051,Bienestar Plus Alcohol 70% spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,2.82,Yes,0,Bienestar Plus,PADRE-00777,presentacion,spray 100ml
FAR-002600,Aliviax Solar corporal spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,5.97,No,30,Aliviax,PADRE-00602,presentacion,spray SPF50 150ml
FAR-001791,"Vitalnova Pañal aqua pure talla 5, 34 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,10.70,Yes,30,Vitalnova,PADRE-01047,presentacion,"talla 5, 34 unidades"
FAR-002005,PuntoFarma Multivitamínico mujer gotas 30ml,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,13.88,Yes,0,PuntoFarma,PADRE-00406,presentacion,gotas 30ml
FAR-001635,Botica Real Tobillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,18.14,Yes,0,Botica Real,PADRE-01172,presentacion,coderas talla M
FAR-000453,PuntoFarma Suero fisiológico spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,14.34,Yes,25,PuntoFarma,PADRE-00269,presentacion,spray 20ml
FAR-004007,Bienestar Plus Jarabe seco 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,4.90,Yes,0,Bienestar Plus,PADRE-00108,presentacion,200ml
FAR-004646,Vitalnova Pasta sensitive blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,9.41,Yes,0,Vitalnova,PADRE-00906,presentacion,blanqueante 100ml
FAR-001377,PuntoFarma Toallitas aqua eco 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,6.09,Yes,0,PuntoFarma,PADRE-01080,presentacion,eco 60 unidades
FAR-000442,PuntoFarma Pasta infantil sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,3.62,Yes,0,PuntoFarma,PADRE-00936,presentacion,sensitive 75ml
FAR-002209,Bruma Salud Tobillera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,13.15,Yes,0,Bruma Salud,PADRE-01181,presentacion,tobillera talla M
FAR-003457,Bienestar Plus Champú anticaída 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,15.61,Yes,0,Bienestar Plus,PADRE-00714,presentacion,300ml
FAR-001550,Cronos Pharma Omeprazol suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,8.22,Yes,0,Cronos Pharma,PADRE-00182,presentacion,suspensión oral 200ml
FAR-003680,PuntoFarma Loratadina gotas 20ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,17.47,Yes,0,PuntoFarma,PADRE-00208,presentacion,gotas 20ml
FAR-000374,Bienestar Plus Xilometazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,14.10,Yes,0,Bienestar Plus,PADRE-00276,presentacion,spray 20ml
FAR-004014,Herbolar Loción antiimperfecciones espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,7.58,Yes,50,Herbolar,PADRE-01150,presentacion,espuma limpiadora 150ml
FAR-002478,Cronos Pharma Suero fisiológico spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,7.50,Yes,0,Cronos Pharma,PADRE-00258,presentacion,spray 20ml
FAR-001948,Botica Real Toallitas dermo pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,8.55,Yes,0,Botica Real,PADRE-01094,presentacion,pack 3x72 unidades
FAR-003383,Salutia Cetirizina gotas 20ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,9.92,Yes,10,Salutia,PADRE-00211,presentacion,gotas 20ml
FAR-003002,"MediCare Plus Pañal aqua pure talla 2, 44 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,7.29,No,0,MediCare Plus,PADRE-01042,presentacion,"talla 2, 44 unidades"
FAR-004037,Cronos Pharma Multivitamínico mujer 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,5.38,Yes,15,Cronos Pharma,PADRE-00416,presentacion,24 comprimidos masticables
FAR-000935,Cronos Pharma Vitamina C liposomal goma de mascar 60 unidades,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,7.85,Yes,50,Cronos Pharma,PADRE-00349,presentacion,goma de mascar 60 unidades
FAR-004502,Salutia Vitamina D infantil 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,15.24,Yes,0,Salutia,PADRE-00539,presentacion,400ui gotas infantil 10ml
FAR-001871,Bienestar Plus Toallitas aqua pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,13.78,Yes,0,Bienestar Plus,PADRE-01066,presentacion,pack 3x72 unidades
FAR-004456,Farmalia Champú anticaspa 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,5.72,No,0,Farmalia,PADRE-00672,presentacion,250ml
FAR-003932,Cronos Pharma Colutorio sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,2.68,Yes,0,Cronos Pharma,PADRE-00964,presentacion,500ml
FAR-001426,Bruma Salud Solar corporal spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,19.99,Yes,0,Bruma Salud,PADRE-00611,presentacion,spray SPF50 150ml
FAR-000099,Nortfarma Bicarbonato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,15.17,Yes,5,Nortfarma,PADRE-00172,presentacion,suspensión oral 200ml
FAR-001407,Farmoderma Vitamina D3 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,31.82,Yes,0,Farmoderma,PADRE-00508,presentacion,400ui gotas infantil 10ml
FAR-002549,PuntoFarma Solar infantil spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,19.46,Yes,0,PuntoFarma,PADRE-00631,presentacion,spray SPF50 150ml
FAR-003310,Vitaxel Tobillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,5.00,Yes,0,Vitaxel,PADRE-01179,presentacion,coderas talla M
FAR-004982,Farmalia Jarabe seco sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,7.85,Yes,30,Farmalia,PADRE-00106,presentacion,sin azúcar 150ml
FAR-004895,Salutia Suero fisiológico solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,13.56,Yes,0,Salutia,PADRE-00260,presentacion,solución salina 100ml
FAR-004485,Bruma Salud Agua oxigenada spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,8.15,Yes,0,Bruma Salud,PADRE-00763,presentacion,spray 100ml
FAR-000322,Farmalia Pasta sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,11.17,Yes,0,Farmalia,PADRE-00909,presentacion,75ml
FAR-002132,PuntoFarma Colutorio clásico 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,5.38,Yes,40,PuntoFarma,PADRE-00947,presentacion,500ml
FAR-000920,"Botica Real Pañal active dry talla 4, 38 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,14.65,Yes,0,Botica Real,PADRE-01026,presentacion,"talla 4, 38 unidades"
FAR-001074,Vitalnova Vitamina D3 + K2 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,7.93,Yes,30,Vitalnova,PADRE-00522,presentacion,400ui gotas infantil 10ml
FAR-003990,MediCare Plus Hidratante intensiva crema 200ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,7.22,Yes,0,MediCare Plus,PADRE-00565,presentacion,crema 200ml
FAR-003262,Vitalnova Pasta infantil blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,6.64,Yes,0,Vitalnova,PADRE-00937,presentacion,blanqueante 100ml
FAR-001604,Salutia Magnesio 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,27.06,Yes,0,Salutia,PADRE-00449,presentacion,300mg 30 comprimidos
FAR-000750,Herbolar Clorhexidina spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,2.76,No,15,Herbolar,PADRE-00721,presentacion,spray 100ml
FAR-003894,PuntoFarma Povidona yodada toallitas 20 unidades,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,8.72,Yes,20,PuntoFarma,PADRE-00742,presentacion,toallitas 20 unidades
FAR-004305,Aliviax Magnesio marino 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,25.42,Yes,10,Aliviax,PADRE-00466,presentacion,500mg 60 comprimidos
FAR-001489,Cronos Pharma Magaldrato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,15.35,Yes,20,Cronos Pharma,PADRE-00154,presentacion,suspensión oral 200ml
FAR-003223,Bienestar Plus Pasta infantil blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,5.37,Yes,20,Bienestar Plus,PADRE-00931,presentacion,blanqueante 100ml
FAR-002560,Bruma Salud Povidona yodada toallitas 20 unidades,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,13.65,Yes,40,Bruma Salud,PADRE-00744,presentacion,toallitas 20 unidades
FAR-002140,Aliviax Venda elástica muñequera talla L,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,4.47,No,0,Aliviax,PADRE-01157,presentacion,muñequera talla L
FAR-003762,Bruma Salud Solar deportistas spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,8.62,Yes,0,Bruma Salud,PADRE-00652,presentacion,spray SPF50 150ml
FAR-003989,Bruma Salud Champú anticaspa 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,13.80,Yes,15,Bruma Salud,PADRE-00673,presentacion,500ml
FAR-000814,Norvital Loratadina jarabe 150ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,7.60,Yes,0,Norvital,PADRE-00204,presentacion,jarabe 150ml
FAR-001016,Salutia Toallitas aqua 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,16.29,Yes,0,Salutia,PADRE-01069,presentacion,84 unidades
FAR-003558,Farmalia Multivitamínico senior gotas 30ml,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,19.84,Yes,40,Farmalia,PADRE-00401,presentacion,gotas 30ml
FAR-001983,Bruma Salud Vitamina D3 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,27.59,Yes,0,Bruma Salud,PADRE-00500,presentacion,25mcg 30 cápsulas
FAR-004254,Farmalia Xilometazolina spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,17.59,Yes,0,Farmalia,PADRE-00274,presentacion,spray 15ml
