sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca
ALI-000469,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,9.78,Yes,0,Sabores del Sur
JOY-000176,Pulsera de eslabones ajustable,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,355.80,Yes,0,Reflejo Fino
ROP-000154,Zapatillas deportivas unisex,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,152.76,No,0,TrazoBlue
ROP-000271,Sudadera con capucha estampada,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,65.94,Yes,0,SolTejido
ROP-000358,Camiseta infantil estampada dinosaurios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,98.31,No,0,Prenda Libre
ALI-000667,Zumo de naranja con pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,6.94,Yes,0,Delicia Natural
ELE-000088,Robot aspirador navegación láser,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,308.71,Yes,0,CasaFácil
ALI-000324,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,9.07,Yes,30,La Espiga Dorada
ALI-000352,Yogur natural sin azúcar,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,12.56,Yes,40,Delicia Natural
ELE-000311,Depiladora eléctrica silenciosa,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,27.42,Yes,0,Electra Norte
ALI-000394,Manzanas ecológicas,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,22.69,Yes,0,La Espiga Dorada
ALI-000321,Helado de vainilla artesano,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,28.74,Yes,0,Campo Fresco
ALI-000664,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,16.73,Yes,60,Verde Cosecha
ROP-000625,Camiseta básica algodón manga corta negra,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,109.15,Yes,0,Hilo & Forma
ROP-000663,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,71.87,Yes,0,SolTejido
ROP-000507,Vestido largo de lino,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,108.43,Yes,0,Hilo & Forma
ALI-000211,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,20.51,Yes,0,Delicia Natural
ELE-000360,Secador iónico 2000W,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,486.37,Yes,0,Confort Total
ROP-000387,Zapatillas deportivas con memory foam,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,198.56,Yes,0,Hilo & Forma
ALI-000656,Manzanas ecológicas,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,7.51,Yes,25,Sabores del Sur
ALI-000626,Zumo de naranja exprimido,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,26.12,Yes,70,Cesta Rústica
ELE-000231,Aire acondicionado Split 1x1 3000 frigorías,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,233.33,No,40,Domus Pro
JOY-000132,Collar con colgante minimalista,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,271.07,Yes,0,Metal Noble
ALI-000437,Helado de vainilla sin lactosa,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,11.82,Yes,0,Verde Cosecha
ALI-000475,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,2.49,Yes,0,Verde Cosecha
ALI-000223,Pan integral multicereales,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,22.76,Yes,0,Nutrivida
ALI-000397,Zumo de naranja exprimido,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,13.39,Yes,0,Sabor Norte
ROP-000577,Abrigo de invierno infantil de lana,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,130.56,No,0,TelaViva
ROP-000404,Gorro de punto reversible,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,7.52,Yes,0,TrazoBlue
ROP-000584,Camiseta infantil estampada rayas,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,14.31,Yes,0,NordVía
ROP-000208,Camiseta básica algodón manga corta blanca,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,147.30,Yes,50,SolTejido
ELE-000306,Secador iónico con difusor,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,157.31,Yes,0,Confort Total
ALI-000624,Pan integral bajo en sal,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,23.49,Yes,15,Sabores del Sur
ROP-000185,Camiseta infantil estampada pack 2 unidades,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,196.85,Yes,0,Vestir Norte
ALI-000135,Helado de vainilla artesano,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,24.52,No,0,Punto Sabor
ELE-000328,Cafetera de cápsulas compacta,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,758.00,No,0,Domus Pro
JOY-000026,Pendientes largos con borla,"Pendientes de diseño llamativo, perfectos para ocasiones especiales.",Joyería,Pendientes,Pendientes colgantes,Pendientes largos,1206.96,Yes,0,Orfebre Real
ROP-000316,Zapatillas deportivas para caminar,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,38.59,Yes,0,UrbanCotto
ROP-000264,Sujetador con aros de raso,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,126.53,Yes,0,Vestir Norte
ROP-000344,Sujetador sin aros blanco,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,97.33,Yes,0,SolTejido
ELE-000318,Cafetera de cápsulas programable,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,1326.63,Yes,30,CocinaSmart
ALI-000014,Helado de vainilla con trozos de chocolate,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,19.84,Yes,50,Campo Fresco
ROP-000299,Vestido largo con cinturón,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,124.01,Yes,0,Alta Fibra
ALI-000374,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,16.24,Yes,0,Nutrivida
JOY-000071,Pendientes de tachuela de oro blanco,"Pendientes pequeños y discretos, ideales para el uso diario.",Joyería,Pendientes,Pendientes de diamante,Pendientes de tachuela,59.14,Yes,0,Plata del Norte
ELE-000333,Secador iónico con difusor,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,1135.46,Yes,0,Aire Puro
ALI-000633,Yogur natural desnatado,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,4.00,Yes,0,Grano de Oro
ELE-000062,Horno eléctrico empotrable,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,475.56,No,0,Domus Pro
ELE-000161,Ventilador de torre silencioso,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,203.29,Yes,0,CocinaSmart
ELE-000216,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1370.01,Yes,0,HogarTech
ALI-000699,Pan integral multicereales,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,15.56,Yes,0,La Tahona Azul
ELE-000310,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,1464.36,No,0,NordLine
ROP-000390,Pantalón vaquero slim fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,152.44,Yes,0,SolTejido
ROP-000662,Sudadera con capucha oversize,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,118.81,Yes,0,Costura 21
ALI-000614,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,5.23,Yes,50,Delicia Natural
ELE-000136,Aire acondicionado Split 1x1 3000 frigorías,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,580.83,No,0,CocinaSmart
ROP-000354,Gorro de punto de lana merino,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,159.92,Yes,0,SolTejido
ROP-000290,Camiseta infantil estampada dinosaurios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,6.65,Yes,0,Prenda Libre
JOY-000003,Pulsera de eslabones con dije,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,777.78,Yes,0,Metal Noble
ELE-000190,Batidora de mano con vaso medidor,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1398.37,Yes,0,Electra Norte
ALI-000362,Helado de vainilla con trozos de chocolate,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,9.40,Yes,0,Campo Fresco
ROP-000309,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,127.97,Yes,0,NordVía
ALI-000555,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,20.77,No,0,La Tahona Azul
ELE-000221,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1037.00,Yes,0,Impulso Hogar
ALI-000516,Helado de vainilla bajo en azúcar,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,7.75,Yes,0,Verde Cosecha
JOY-000139,Anillo de compromiso clásico,"Anillo elaborado en oro de alta calidad, acabado pulido y elegante.",Joyería,Anillos,Anillos de oro,Anillo de compromiso,1903.40,Yes,50,Metal Noble
ROP-000694,Zapatillas deportivas unisex,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,136.65,Yes,25,Alta Fibra
ALI-000399,Yogur natural desnatado,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,11.00,No,0,Campo Fresco
ROP-000207,Vestido largo de lino,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,107.78,Yes,70,Modaline
JOY-000073,Pendientes de perla cultivada,"Pendientes elegantes con perla natural, acabado delicado y atemporal.",Joyería,Pendientes,Pendientes de perla,Pendientes de perla,1861.31,No,0,Brillo Eterno
ROP-000181,Abrigo de invierno infantil de lana,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,100.54,Yes,0,SolTejido
ROP-000492,Zapatillas deportivas running,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,185.01,Yes,0,UrbanCotto
ALI-000020,Zumo de naranja exprimido,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,13.33,Yes,25,Delicia Natural
ELE-000052,Aspiradora sin cable con batería de larga duración,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,832.29,Yes,0,CasaFácil
JOY-000190,Reloj de pulsera clásico esfera dorada,Reloj de diseño clásico con maquinaria de precisión y acabado elegante.,Joyería,Relojes,Relojes analógicos,Reloj de pulsera clásico,526.11,Yes,0,Brillo Eterno
ROP-000298,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,55.36,Yes,0,UrbanCotto
ELE-000240,Secador iónico ligero,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,472.93,Yes,25,Electra Norte
ROP-000508,Camiseta básica algodón manga corta negra,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,174.98,Yes,40,TelaViva
ROP-000411,Abrigo de invierno infantil con capucha,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,49.18,Yes,0,Hilo & Forma
JOY-000112,Pulsera trenzada negra,"Pulsera artesanal trenzada a mano, resistente y de estilo casual.",Joyería,Pulseras,Pulseras de cuero,Pulsera trenzada,1902.16,No,5,Lumina Joyas
JOY-000128,Pendientes de tachuela diminutos,"Pendientes pequeños y discretos, ideales para el uso diario.",Joyería,Pendientes,Pendientes de diamante,Pendientes de tachuela,1604.56,No,0,Brillo Eterno
ELE-000187,Horno eléctrico de sobremesa,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,1484.67,Yes,5,Domus Pro
ELE-000159,Batidora de mano inoxidable,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,543.76,Yes,15,TecnoCasa
ROP-000206,Blusa manga larga estampada,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,169.45,Yes,0,Vestir Norte
ELE-000257,Batidora de mano con accesorios,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,231.08,No,0,HogarTech
ROP-000280,Camiseta infantil estampada dinosaurios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,196.89,No,0,Modaline
ALI-000403,Zumo de naranja con pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,4.41,Yes,0,Sabor Norte
ALI-000150,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,22.47,Yes,40,Grano de Oro
JOY-000006,Anillo de compromiso solitario,"Anillo elaborado en oro de alta calidad, acabado pulido y elegante.",Joyería,Anillos,Anillos de oro,Anillo de compromiso,941.14,Yes,0,Plata del Norte
ALI-000105,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,13.35,Yes,0,Nutrivida
ROP-000400,Abrigo de invierno infantil acolchado,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,75.43,Yes,5,Costura 21
ELE-000077,Robot aspirador con mopa,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,115.11,Yes,0,TecnoCasa
ELE-000081,Horno eléctrico de sobremesa,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,1228.93,No,0,Aire Puro
